timestamp,hour,day_of_week,pump_id,demand_m3h,flow_m3h,power_kw,status,tariff_fcfa_kwh,tariff_type,energy_cost_fcfa,penalty_fcfa,total_cost_fcfa,total_power_kw,subscribed_power_kw,power_exceeded,leak_detected
2026-01-01 00:00:00,0,3,P1,55.2467296660808,55.2467296660808,60.26273578061929,ON,75,offpeak,4519.705183546446,0.0,4519.705183546446,60.26273578061929,150,False,False
2026-01-01 00:00:00,0,3,P2,55.2467296660808,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,60.26273578061929,150,False,False
2026-01-01 00:00:00,0,3,P3,55.2467296660808,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,60.26273578061929,150,False,False
2026-01-01 01:00:00,1,3,P1,40.4397228843988,40.4397228843988,43.48103614830264,ON,75,offpeak,3261.077711122698,0.0,3261.077711122698,43.48103614830264,150,False,False
2026-01-01 01:00:00,1,3,P2,40.4397228843988,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,43.48103614830264,150,False,False
2026-01-01 01:00:00,1,3,P3,40.4397228843988,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,43.48103614830264,150,False,False
2026-01-01 02:00:00,2,3,P1,48.51849373219129,48.51849373219129,52.83006577396891,ON,75,offpeak,3962.254933047668,0.0,3962.254933047668,52.83006577396891,150,False,False
2026-01-01 02:00:00,2,3,P2,48.51849373219129,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,52.83006577396891,150,False,False
2026-01-01 02:00:00,2,3,P3,48.51849373219129,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,52.83006577396891,150,False,False
2026-01-01 03:00:00,3,3,P1,57.804397261235465,57.804397261235465,63.551782751388245,ON,75,offpeak,4766.383706354119,0.0,4766.383706354119,63.551782751388245,150,False,False
2026-01-01 03:00:00,3,3,P2,57.804397261235465,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,63.551782751388245,150,False,False
2026-01-01 03:00:00,3,3,P3,57.804397261235465,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,63.551782751388245,150,False,False
2026-01-01 04:00:00,4,3,P1,59.18617883334805,59.18617883334805,66.03395546058589,ON,75,offpeak,4952.546659543941,0.0,4952.546659543941,66.03395546058589,150,False,False
2026-01-01 04:00:00,4,3,P2,59.18617883334805,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,66.03395546058589,150,False,False
2026-01-01 04:00:00,4,3,P3,59.18617883334805,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,66.03395546058589,150,False,False
2026-01-01 05:00:00,5,3,P1,52.57316243515918,52.57316243515918,56.3516651459547,ON,75,offpeak,4226.374885946602,0.0,4226.374885946602,56.3516651459547,150,False,False
2026-01-01 05:00:00,5,3,P2,52.57316243515918,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,56.3516651459547,150,False,False
2026-01-01 05:00:00,5,3,P3,52.57316243515918,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,56.3516651459547,150,False,False
2026-01-01 06:00:00,6,3,P1,161.16719344488132,60.0,65.89803975858653,ON,75,offpeak,4942.352981893991,2191.0931792213014,7133.446161115292,182.86639768831952,150,True,False
2026-01-01 06:00:00,6,3,P2,161.16719344488132,50.0,62.83333706676012,ON,75,offpeak,4712.500280007009,2191.0931792213014,6903.59345922831,182.86639768831952,150,True,False
2026-01-01 06:00:00,6,3,P3,161.16719344488132,51.16719344488132,54.135020862972844,ON,75,offpeak,4060.1265647229634,2191.0931792213014,6251.219743944264,182.86639768831952,150,True,False
2026-01-01 07:00:00,7,3,P1,131.90938150637334,60.0,67.53340510952899,ON,110,peak,7428.674562048189,97.59698937868961,7526.271551426878,151.46395484068034,150,True,False
2026-01-01 07:00:00,7,3,P2,131.90938150637334,50.0,60.263094977832544,ON,110,peak,6628.94044756158,97.59698937868961,6726.53743694027,151.46395484068034,150,True,False
2026-01-01 07:00:00,7,3,P3,131.90938150637334,21.909381506373336,23.667454753318818,ON,110,peak,2603.42002286507,97.59698937868961,2701.01701224376,151.46395484068034,150,True,False
2026-01-01 08:00:00,8,3,P1,141.3403765498012,60.0,64.35701705464152,ON,110,peak,7079.271876010567,577.9331896706822,7657.20506568125,158.66899784506023,150,True,False
2026-01-01 08:00:00,8,3,P2,141.3403765498012,50.0,61.07618330176382,ON,110,peak,6718.3801631940205,577.9331896706822,7296.313352864703,158.66899784506023,150,True,False
2026-01-01 08:00:00,8,3,P3,141.3403765498012,31.340376549801192,33.23579748865488,ON,110,peak,3655.937723752037,577.9331896706822,4233.870913422719,158.66899784506023,150,True,False
2026-01-01 09:00:00,9,3,P1,143.7782151965043,60.0,68.9236140308085,ON,110,peak,7581.597543388934,916.1692941571763,8497.76683754611,163.74253941235764,150,True,False
2026-01-01 09:00:00,9,3,P2,143.7782151965043,50.0,58.78876809591688,ON,110,peak,6466.764490550857,916.1692941571763,7382.933784708033,163.74253941235764,150,True,False
2026-01-01 09:00:00,9,3,P3,143.7782151965043,33.778215196504306,36.030157285632264,ON,110,peak,3963.317301419549,916.1692941571763,4879.486595576725,163.74253941235764,150,True,False
2026-01-01 10:00:00,10,3,P1,101.46638869961153,60.0,64.51253831508456,ON,110,peak,7096.379214659301,0.0,7096.379214659301,116.38053755439518,150,False,False
2026-01-01 10:00:00,10,3,P2,101.46638869961153,41.46638869961153,51.86799923931062,ON,110,peak,5705.479916324168,0.0,5705.479916324168,116.38053755439518,150,False,False
2026-01-01 10:00:00,10,3,P3,101.46638869961153,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,116.38053755439518,150,False,False
2026-01-01 11:00:00,11,3,P1,122.0813160407165,60.0,73.25898678886367,ON,110,peak,8058.488546775004,0.0,8058.488546775004,144.92954985330064,150,False,True
2026-01-01 11:00:00,11,3,P2,122.0813160407165,50.0,58.53536019238592,ON,110,peak,6438.8896211624515,0.0,6438.8896211624515,144.92954985330064,150,False,False
2026-01-01 11:00:00,11,3,P3,122.0813160407165,12.081316040716501,13.135202872051053,ON,110,peak,1444.8723159256158,0.0,1444.8723159256158,144.92954985330064,150,False,False
2026-01-01 12:00:00,12,3,P1,107.15820250610088,60.0,68.76520554782158,ON,110,peak,7564.172610260373,0.0,7564.172610260373,132.15877907877461,150,False,False
2026-01-01 12:00:00,12,3,P2,107.15820250610088,47.15820250610088,63.39357353095305,ON,110,peak,6973.2930884048355,0.0,6973.2930884048355,132.15877907877461,150,False,True
2026-01-01 12:00:00,12,3,P3,107.15820250610088,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,132.15877907877461,150,False,False
2026-01-01 13:00:00,13,3,P1,134.4553152264462,60.0,65.56446956705796,ON,110,peak,7212.091652376375,708.8632764110571,7920.954928787432,160.63294914616586,150,True,False
2026-01-01 13:00:00,13,3,P2,134.4553152264462,50.0,64.44766236327405,ON,110,peak,7089.242859960145,708.8632764110571,7798.106136371202,160.63294914616586,150,True,True
2026-01-01 13:00:00,13,3,P3,134.4553152264462,24.455315226446203,30.62081721583386,ON,110,peak,3368.2898937417244,708.8632764110571,4077.1531701527815,160.63294914616586,150,True,True
2026-01-01 14:00:00,14,3,P1,76.25094093845547,60.0,65.66466657041555,ON,110,peak,7223.11332274571,0.0,7223.11332274571,85.09715147954135,150,False,False
2026-01-01 14:00:00,14,3,P2,76.25094093845547,16.25094093845547,19.432484909125805,ON,110,peak,2137.5733400038384,0.0,2137.5733400038384,85.09715147954135,150,False,False
2026-01-01 14:00:00,14,3,P3,76.25094093845547,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,85.09715147954135,150,False,False
2026-01-01 15:00:00,15,3,P1,104.82081612730443,60.0,69.14240061758265,ON,110,peak,7605.664067934092,0.0,7605.664067934092,121.41119426688118,150,False,False
2026-01-01 15:00:00,15,3,P2,104.82081612730443,44.820816127304425,52.26879364929854,ON,110,peak,5749.567301422839,0.0,5749.567301422839,121.41119426688118,150,False,False
2026-01-01 15:00:00,15,3,P3,104.82081612730443,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,121.41119426688118,150,False,False
2026-01-01 16:00:00,16,3,P1,111.22185743189259,60.0,80.60833185996417,ON,110,peak,8866.916504596058,0.0,8866.916504596058,143.649524296044,150,False,True
2026-01-01 16:00:00,16,3,P2,111.22185743189259,50.0,61.7153172121725,ON,110,peak,6788.684893338975,0.0,6788.684893338975,143.649524296044,150,False,False
2026-01-01 16:00:00,16,3,P3,111.22185743189259,1.2218574318925874,1.325875223907321,ON,110,peak,145.84627462980532,0.0,145.84627462980532,143.649524296044,150,False,False
2026-01-01 17:00:00,17,3,P1,89.83297587636537,60.0,65.06786691001835,ON,110,peak,7157.465360102019,0.0,7157.465360102019,101.19103154061108,150,False,False
2026-01-01 17:00:00,17,3,P2,89.83297587636537,29.832975876365367,36.12316463059272,ON,110,peak,3973.5481093651993,0.0,3973.5481093651993,101.19103154061108,150,False,False
2026-01-01 17:00:00,17,3,P3,89.83297587636537,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,101.19103154061108,150,False,False
2026-01-01 18:00:00,18,3,P1,173.17092739524873,60.0,69.16709301492217,ON,110,peak,7608.380231641439,3195.6865975289097,10804.06682917035,197.93529896293364,150,True,False
2026-01-01 18:00:00,18,3,P2,173.17092739524873,50.0,59.214185601963884,ON,110,peak,6513.560416216027,3195.6865975289097,9709.247013744936,197.93529896293364,150,True,False
2026-01-01 18:00:00,18,3,P3,173.17092739524873,55.0,69.55402034604758,ON,110,peak,7650.942238065234,3195.6865975289097,10846.628835594143,197.93529896293364,150,True,True
2026-01-01 19:00:00,19,3,P1,131.27007913549153,60.0,62.8543477938505,ON,110,peak,6913.978257323555,0.0,6913.978257323555,147.24391432429374,150,False,False
2026-01-01 19:00:00,19,3,P2,131.27007913549153,50.0,61.75902357809247,ON,110,peak,6793.492593590171,0.0,6793.492593590171,147.24391432429374,150,False,False
2026-01-01 19:00:00,19,3,P3,131.27007913549153,21.270079135491528,22.630542952350755,ON,110,peak,2489.359724758583,0.0,2489.359724758583,147.24391432429374,150,False,False
2026-01-01 20:00:00,20,3,P1,160.64172273640867,60.0,63.343862446417525,ON,110,peak,6967.824869105928,2236.7799567902107,9204.604825896138,183.55169935185316,150,True,False
2026-01-01 20:00:00,20,3,P2,160.64172273640867,50.0,63.11615466545628,ON,110,peak,6942.777013200191,2236.7799567902107,9179.5569699904,183.55169935185316,150,True,False
2026-01-01 20:00:00,20,3,P3,160.64172273640867,50.64172273640867,57.091682239979356,ON,110,peak,6280.0850463977295,2236.7799567902107,8516.86500318794,183.55169935185316,150,True,False
2026-01-01 21:00:00,21,3,P1,153.44307657650822,60.0,80.69042314266636,ON,110,peak,8875.9465456933,2544.1871997127596,11420.13374540606,188.1628079956914,150,True,True
2026-01-01 21:00:00,21,3,P2,153.44307657650822,50.0,58.276805623227474,ON,110,peak,6410.448618555022,2544.1871997127596,8954.635818267781,188.1628079956914,150,True,False
2026-01-01 21:00:00,21,3,P3,153.44307657650822,43.44307657650822,49.195579229797566,ON,110,peak,5411.513715277732,2544.1871997127596,7955.700914990492,188.1628079956914,150,True,False
2026-01-01 22:00:00,22,3,P1,84.51499043017323,60.0,69.11206372094912,ON,110,peak,7602.327009304404,0.0,7602.327009304404,99.91043908490465,150,False,False
2026-01-01 22:00:00,22,3,P2,84.51499043017323,24.514990430173228,30.798375363955525,ON,110,peak,3387.8212900351077,0.0,3387.8212900351077,99.91043908490465,150,False,False
2026-01-01 22:00:00,22,3,P3,84.51499043017323,0.0,0.0,OFF,110,peak,0.0,0.0,0.0,99.91043908490465,150,False,False
2026-01-01 23:00:00,23,3,P1,115.29628639893582,60.0,66.62969198927841,ON,75,offpeak,4997.226899195881,0.0,4997.226899195881,136.15879442233805,150,False,False
2026-01-01 23:00:00,23,3,P2,115.29628639893582,50.0,62.43998260019623,ON,75,offpeak,4682.998695014718,0.0,4682.998695014718,136.15879442233805,150,False,False
2026-01-01 23:00:00,23,3,P3,115.29628639893582,5.29628639893582,7.089119832863426,ON,75,offpeak,531.683987464757,0.0,531.683987464757,136.15879442233805,150,False,True
2026-01-02 00:00:00,0,4,P1,44.28801951732182,44.28801951732182,49.008770946169996,ON,75,offpeak,3675.6578209627496,0.0,3675.6578209627496,49.008770946169996,150,False,False
2026-01-02 00:00:00,0,4,P2,44.28801951732182,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,49.008770946169996,150,False,False
2026-01-02 00:00:00,0,4,P3,44.28801951732182,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,49.008770946169996,150,False,False
2026-01-02 01:00:00,1,4,P1,40.599968098913955,40.599968098913955,44.205426014323905,ON,75,offpeak,3315.406951074293,0.0,3315.406951074293,44.205426014323905,150,False,False
2026-01-02 01:00:00,1,4,P2,40.599968098913955,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,44.205426014323905,150,False,False
2026-01-02 01:00:00,1,4,P3,40.599968098913955,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,44.205426014323905,150,False,False
2026-01-02 02:00:00,2,4,P1,52.52295154717609,52.52295154717609,58.33362463475505,ON,75,offpeak,4375.021847606628,0.0,4375.021847606628,58.33362463475505,150,False,False
2026-01-02 02:00:00,2,4,P2,52.52295154717609,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,58.33362463475505,150,False,False
2026-01-02 02:00:00,2,4,P3,52.52295154717609,0.0,0.0,OFF,75,offpeak,0.0,0.0,0.0,58.33362463475505,150,False,False
2026-01-02 03:00:00,3,4,P1,36.9374941624174,36.9374941624174,42.17328110882196,ON,75,offpeak,3162.996083161647,0.0,3162.996083161647,42.17328110882196,150,False,False
